--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot173.jpg	우                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot174.jpg	연                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot175.jpg	히                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot176.jpg	                         	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot177.jpg	량                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot178.jpg	딴                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot179.jpg	                         	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot180.jpg	짜                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot181.jpg	다                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot182.jpg	누                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot183.jpg	우                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot184.jpg	캐                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot185.jpg	훨                        	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot186.jpg	                         	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot187.jpg	훈흰                       	
/home/kobot-10/Project/onego-modelserver/input/manuscript_contour/slot188.jpg	친                        	
